Case Number,Date/Time,Created Time,Category,Subject,Corporate Name,Mode of Payment,Resolution
69742198,10/12/2024,4:00 pm,Miscellaneous,Pine Labs Email Security | Quarantine Messages | 10/12/2024 16:00:00 for pgsupport@pinelabs.com,NA,,
69780848,10/14/2024,4:24 pm,Miscellaneous,RE: Ample II Payment Gateway commercial,DIGITAL Private Limited_6856,,
69781063,10/14/2024,4:32 pm,Miscellaneous,Remove dynamic return URL 326968,Footwear Private Limited_6983,,
69784023,10/14/2024,6:01 pm,Miscellaneous,Routing Change | Easemytrip/ New Ticket,TRAVEL PLANNERS LIMITED - PG,,
69756510,10/14/2024,9:48 am,Miscellaneous,RE: SKYFULL || Commercial Configuration NewTicket,MAINTENANCE SERVICES PRIVATE LIMITED_6973,,
69801751,10/15/2024,9:54 am,Miscellaneous,PBL - encryption key issue - GREAT EASTERN,,,
69820131,10/15/2024,3:40 pm,Miscellaneous,Recall: User registration,,,
69842391,10/15/2024,10:02 pm,Miscellaneous,[EXTERNAL]:Re-Active account NewTicket,Merchant Mayank AMZ Pg,,
69820668,10/15/2024,3:59 pm,Miscellaneous,Required Refund Bank Reference ID,Systems Private Limited,,
69843221,10/15/2024,11:13 pm,Miscellaneous,Plural Merchant ID: 15307,Pay by link,,
69837077,10/15/2024,6:26 pm,Miscellaneous,RE: Settlement Cycle Issue | Roi Net (MID - 326961),NET SOLUTION PRIVATE LIMITED_6981,,
69842418,10/15/2024,10:10 pm,Miscellaneous,Quick Queries,TECHVERSE TECHNOLOGIES PRIVATE LIM_6874,,
69860191,10/16/2024,5:06 pm,Miscellaneous,Requirement of Subvention Agreement,Dental Care Private Limited PG,,
69846852,10/16/2024,11:13 am,Miscellaneous,Acquirer Confirmation - Atlys,VISA SERVICES PRIVATE LIMITED PG CITI,,
69851592,10/16/2024,1:24 pm,Miscellaneous,Line item Wise,Web Solutions India Pvt Ltd PG,,
69859025,10/16/2024,4:56 pm,Miscellaneous,ATOM_Fee to be created_16 Oct 2024,WINDOW DESIGNS INDIA PVT LTD CITI,,
69859780,10/16/2024,4:59 pm,Miscellaneous,Billdesk_Fee to be created_16 Oct 2024,WINDOW DESIGNS INDIA PVT LTD CITI,,
69864264,10/16/2024,6:42 pm,Miscellaneous,Billdesk_Fee to be created_Lot-3_16 Oct 2024,Market Stock Broking pvt Ltd Fintech,,
69862870,10/16/2024,6:02 pm,Miscellaneous,Billdesk_Fee to be created_Lot-2_16 Oct 2024,MERCHANT SHAILESH_6977,,
69878822,10/17/2024,10:10 am,Miscellaneous,RE: Invoices for EASY TRIP PLANNERS LIMITED (CUST689087 ).,TRAVEL PLANNERS LIMITED - PG,,
69893383,10/17/2024,3:54 pm,Miscellaneous,,TRAVEL PLANNERS LIMITED - PG,,
69878858,10/17/2024,10:10 am,Miscellaneous,RE: Invoices for EASY TRIP PLANNERS LIMITED (CUST689087 ).,TRAVEL PLANNERS LIMITED_6964,,
69884275,10/17/2024,12:05 pm,Miscellaneous,,WINDOW DESIGNS INDIA PVT LTD CITI,,
69882910,10/17/2024,11:45 am,Miscellaneous,Fwd: Invoices for LifeCell International Pvt Ltd (CUST194707 ).,BioCell International Pvt Ltd,,
69892740,10/17/2024,3:39 pm,Miscellaneous,Recall: Re: '775579777' RE: Wolf | Orphan | SheCommerz Market Services Private Ltd Federal PG | 326611,ECommerz Market Services Private Limited PG,,
69893940,10/17/2024,4:11 pm,Miscellaneous,Risky Transactions Mails,Smart Systems PVT LTD,,
69953174,10/18/2024,11:27 am,Miscellaneous,Please update,,,
69938755,10/18/2024,4:22 am,Miscellaneous,Re:[## 618498 ##] Re: ARN not available for the refund transaction of 71533.34/- for the cancelled order #1547928916,retail concepts private limited_6962,,
69928136,10/18/2024,12:13 am,Miscellaneous,Re: Important Update | Plural Payment Gateway,Merchant Mayank AMZ Pg,,
70021834,10/19/2024,10:28 am,Miscellaneous,Re: Need docs for registration of Nodal details,,,
70015971,10/19/2024,8:01 am,Miscellaneous,"""CheQ-MID-326817"" Request for RCA - ZERO SR%- 191024",FINTECH INNOVATIONS PRIVATE LIMITED_6927,,
70002127,10/19/2024,12:53 am,Miscellaneous,Staus check API getting Timedout<> oneplus,MOBILE TECH I PVT LTD PG,,
70136907,10/21/2024,4:00 pm,Miscellaneous,Pine Labs Email Security | Quarantine Messages | 10/21/2024 16:00:00 for pgsupport@pinelabs.com,,,
70147700,10/21/2024,6:49 pm,Miscellaneous,RE: HDFC_CC EMI_Fee to be created_21 Oct 2024,Merchant Balguri HUL PG,,
70146169,10/21/2024,6:17 pm,Miscellaneous,locon payment rejecting due to daily limit exhaust issue.,Solution Systems Private Limited,,
70145882,10/21/2024,6:07 pm,Miscellaneous,Billdesk_Fee to be created_21 Oct 2024,Stock broking Private Limited,,
70135644,10/21/2024,2:52 pm,Miscellaneous,FW: Online txn report,MEGA RETAIL LIMITED ONLINEMART JMD,,
70208346,10/22/2024,6:03 pm,Miscellaneous,Resumption  of Trx Volume @ Atlys,VISA SERVICES PRIVATE LIMITED PG CITI,,
70206087,10/22/2024,5:03 pm,Miscellaneous,HDFC_Cards_Fee to be created_22 Oct 2024,Innovate Paytech solution Private LTD,,
70653433,11/4/2024,12:12 pm,Pine Gateway Complaint Related,Re: PAYGLOCAL_MERCHANT_PRIVATE_LIMITED,National Airlines Limited,,
70660345,11/4/2024,01:56 pm,PG-Databases Changes,Return URL check to be removed 327051,,,
70206411,10/22/2024,5:16 pm,Miscellaneous,Dashboard Report - Issue I.D : 69839586,jewelers india limited_6952,,
70663381,11/4/2024,04:19 pm,Pine Gateway Complaint Related,Re:[## 619572 ##] Payment failed - INC1192542 NewTicket,DIGITAL COMMERCE LTD,,
70679859,11/5/2024,12:50 pm,Pine Gateway Complaint Related,Pinelabs UPI Collect Transaction Failures (Hariox),Unit Management Private Limited_6974,,
70207192,10/22/2024,5:41 pm,Miscellaneous,Spam Reminder - Ixigo,Travel Technology Limited,,
70686615,11/5/2024,04:13 pm,Payment Gateway Related,Re: CUSTOMER COMPLAINT-CA114283103852Q21CDI,,,
70687005,11/5/2024,04:39 pm,Transaction Related Query,Re: CUSTOMER COMPLAINT-CA114300124316S2TJ2W/CA114279115901NLZC48,,,
70168806,10/22/2024,4:30 am,Miscellaneous,URGENT !,PAY BY LINK,,
70252938,10/23/2024,1:46 pm,Miscellaneous,Alarming Strange Activity noticed in Pine Lab,,,
70274963,10/23/2024,5:42 pm,Miscellaneous,Would you like to grow your traffic with authority guest posting service?,,,
70715099,11/6/2024,05:39 pm,Transaction Related Query,RE: Refund declined-MIDF-3443434,,,
70715053,11/6/2024,05:36 pm,Pine Gateway Complaint Related,Re:[## 626747 ##] BB staging: OTP screen is failing when we apply the bank voucher,retail concepts private limited,,
70235325,10/23/2024,10:14 am,Miscellaneous,Subvention mapping in RPT,Web Solutions India Pvt Ltd PG,,
70255823,10/23/2024,2:08 pm,Miscellaneous,FW: PINELABS Payment Gateway Integration - RH Enterprises,Enterprises,,
70232873,10/23/2024,8:55 am,Miscellaneous,Intermittent failures on Plural,Fashion Payglocal PG,,
70327565,10/24/2024,5:12 pm,Miscellaneous,Extra charges deduction,,,
70310869,10/24/2024,11:54 am,Miscellaneous,PINELABS CARDS,CARE SERVICES LIMITED PG,,
70329987,10/24/2024,5:37 pm,Miscellaneous,RE: DMRC MID- 324919. || UPI TID,Payment So Pvt Ltd METRO PG,,
70734679,11/7/2024,04:54 pm,Transaction Related Query,Re: Assistance Required for Failed Transaction,,,
70734735,11/7/2024,04:58 pm,Transaction Related Query,Re: Social Media Complaint/Query -168652,,,
70341819,10/24/2024,7:53 pm,Miscellaneous,RE: Debit card issue - Pinelab,Tech Solutions Pvt Ltd PG,,
70327414,10/24/2024,5:08 pm,Miscellaneous,RE: JSON Request for Payment,Tech Solutions Pvt Ltd PG Appliances,,
70752113,11/8/2024,11:39 am,Transaction Related Query,Re: Confirmed fraud received from Cyber Police,,,
70754728,11/8/2024,12:27 pm,Pine Gateway Complaint Related,,,,
70341570,10/24/2024,7:48 pm,Miscellaneous,HDFC_Wolf_Fee to be created_24 Oct 2024,TECHARRAY NETWORK PG TICKETING V3,,
70337311,10/24/2024,6:32 pm,Miscellaneous,ONE SIGMA TECHNOLOGIES PRIVATE LIMITED PG_310240,TECH SIGMA TECHNOLOGIES PRIVATE LIMITED PG,,
70313267,10/24/2024,12:40 pm,Miscellaneous,Enable SDS and Gross Settlement for MID 316825,Community Small Finance Bank PG,,
70366652,10/25/2024,3:37 pm,Miscellaneous,Fw: Brand Approval,Corporate name not confirmed,,
70766286,11/8/2024,07:44 pm,PG-Databases Changes,Remove return URL check 327065,,,
70357216,10/25/2024,12:14 pm,Miscellaneous,Re: EASY TRIP PLANNERS LIMITED refund recovery | HDFC PG | 22-10-2024,TRAVEL PLANNERS LIMITED - PG,,
70363136,10/25/2024,2:20 pm,Miscellaneous,Routing Change | Easemytrip| New Ticket,TRAVEL PLANNERS LIMITED - PG,,
70381555,10/25/2024,8:02 pm,Miscellaneous,Re: CSAT- BB - Floor Esc - OTP Issue - Naresh Joshi,RETAIL CONCEPTS PRIVATE LIMITED,,
70381320,10/25/2024,7:38 pm,Miscellaneous,TID needed for Below merchant,retail concepts private limited_6962,,
70354962,10/25/2024,10:10 am,Miscellaneous,PINELABS Payment Gateway Integration Nikshan Electronics,ELECTRONICS STORE_6858,,
70808304,11/11/2024,02:56 pm,Pine Gateway Complaint Related,"IMP: UPI Payment errors, Pinelabs<> Dlocal [22nd Oct] NewTicket",MetaTech I Tech Pvt Ltd PG,,
70808959,11/11/2024,03:35 pm,Transaction Related Query,Re: CA1143111540014DZX7V -  SOCIAL MEDIA COMPLAINT,PRIVATE BANK,,
70401522,10/26/2024,1:44 pm,Miscellaneous,Stopping rent deduction & refunding deducted rent upto October 2024,,,
70400569,10/26/2024,1:33 pm,Miscellaneous,NO COST EMI ISSUE Transaction id,,,
70402256,10/26/2024,1:55 pm,Miscellaneous,Stopping rent deduction & refunding deducted rent upto October 2024,,,
70410101,10/26/2024,5:41 pm,Miscellaneous,RE: Wolf Onboarding_Internal Approval_VEENA KUMARI SUMBRIA(Pahadi Amrut),MERCHANT VEENA(Mountain Products),,
70825529,11/12/2024,11:10 am,Pine Gateway Complaint Related,Re: Urgent : Checkout revert reason,,,
70445475,10/28/2024,11:33 am,Miscellaneous,Recall: Remove email id from mail list for all Pine reports,,,
70462786,10/28/2024,5:09 pm,Miscellaneous,Block User ID - (alok.k@samsung.com),Electronics India Private Limited PG,,
70484421,10/29/2024,12:27 pm,Miscellaneous,Plural Page Issue on Desktop,Facility services India Pvt Ltd PG,,
70500332,10/29/2024,5:24 pm,Miscellaneous,<Critical>MDR not Charged_Pine Labs Pvt. Ltd.,Electronics India Private Limited PG,,
70525308,10/30/2024,12:13 pm,Miscellaneous,Support,SPORTS GEAR INDIA PVT LTD PG,,
70841765,11/12/2024,06:16 pm,Transaction Related Query,Re: refund declined for MID-3443434,,,
72040542,12/2/2024,02:38 pm,Miscellaneous,Need test mode details NewTicket,Electronics Investment Private Limited PG,,
72048675,12/2/2024,05:29 pm,Miscellaneous,Re: About MIS SFTP,Merchant Garima Fintech Pg,,
72066377,12/3/2024,01:42 am,Miscellaneous,Settlement Report - Missing SFTP November,MetaTech I Tech Pvt Ltd PG,,
72079141,12/3/2024,11:44 am,Miscellaneous,No details dashboard,Learning Tech Pvt Ltd Edu Platform PG,,
70850324,11/13/2024,10:56 am,Transaction Related Query,Re: Social Media Complaint/Query //170135//,,,
72087865,12/3/2024,02:46 pm,Miscellaneous,Re: Plural's PCI DSS AOC & COC Document Required,Digital Solutions Private Limited_7019,,
70850998,11/13/2024,11:37 am,Pine Gateway Complaint Related,[LGE IN x PINELABS] Request to check capture signal,APPLIANCES INDIA PRIVATE LIMITED,,
70852068,11/13/2024,12:30 pm,Transaction Related Query,Re: Re: REQUIRE TXN STATUS-CA114309071110LD6EW8,,,
70855000,11/13/2024,03:20 pm,Pine Gateway Query Related,Re: regarding confirmation of amount,,,
72091043,12/3/2024,03:37 pm,Miscellaneous,RE: P3[Ticket Id :3462427584] Twitter DMs Alerts :Karan Gandhi:Social Media Escalations:C004456400,DIGITAL COMMERCE LTD,,
72125228,12/4/2024,12:43 pm,Miscellaneous,Re: Token Payment processing for EMI transactions - Merchant Note,Internal,EMI,
72134122,12/4/2024,05:04 pm,Miscellaneous,Regarding my account: Important Update | Plural Payment Gateway,Merchant Somya AMZ PG,EMI,
72193241,12/5/2024,07:57 pm,Miscellaneous,Plural Account number 326385/ Issue no. 72045483,Merchant Mrudula_6761,,
72208920,12/6/2024,01:02 pm,Miscellaneous,UPI Order : Not fecthed in shopify,Web Solutions India Pvt Ltd PG,,We required details from the merchant however after taking multiple follow up no response received from merchant end.
71027418,11/14/2024,05:01 pm,Transaction Related Query,Re: 31st March 2024 closing balance on Letterhead,,,
72226354,12/6/2024,05:24 pm,Miscellaneous,RE: HUL MID,multiple merchant,,
72302996,12/9/2024,11:24 am,Miscellaneous,RE: Urgent Action Required: Your Plural Account Needs Attention,Corporate Solutions Pvt ltd PG,,Informed about the deactivation of MID due to inactivity
72313558,12/9/2024,02:32 pm,Miscellaneous,Re: Tripjack : Pinelabs error for Cards,Travel Solutions Private Limited_6986,,Return URL changed
72408520,12/11/2024,07:26 pm,Miscellaneous,RE: FW: Market Hub on Boarding | Net Banking facility,Financial Port Mangrs Association Fintech B2B PG,,"Merchant is using one MID 326983, but in the V2 dashboard 2 MIDs are reflecting. Raised to plural team for one MID deactivation."
72409419,12/11/2024,08:54 pm,Miscellaneous,Fw: Pine Labs PG Rs 1 lac and Rs 1000/ available in MIS but not Credited/Updated to AMD in SAP,DAIRY COOPERATIVE MARKETING FEDERATION LTD,,"merchant has raised the query that payment is not updated in SAP, mail to yogesh to check"
71033549,11/14/2024,05:58 pm,Payment Gateway Related,Re: Missing order No. in payout report_UBI,,,
71042661,11/14/2024,07:14 pm,Transaction Related Query,Re: CA114317195051V35FTU - SOCIAL MEDIA COMPLAINT,,,
71042669,11/14/2024,07:15 pm,Pine Gateway Request Related,Re: CA114312062218WDB77K / CA114312062512QN93J1 -  SOCIAL MEDIA COMPLAINT,,,
72417645,12/12/2024,12:04 pm,Miscellaneous,Re: Re[2]: Fw: RE[7]: Fw: Pine labs payment not upload in sap Gwalior Branch,DAIRY COOPERATIVE MARKETING FEDERATION LTD,,Payment not updated
72431323,12/12/2024,07:12 pm,Miscellaneous,Require rejection reason clarity !!,Financial Port Mangrs Association Fintech B2B PG,,
72431982,12/12/2024,08:16 pm,Miscellaneous,Re: Plural dormant merchant deactivation-Oct'24,MERCHANT SWETA_6730,,Informed account is deactivated.
71203253,11/15/2024,05:26 pm,Transaction Related Query,RE: Transaction not settled-2350782,,,
72440238,12/13/2024,12:14 pm,Miscellaneous,Re: Plural dormant merchant deactivation-Oct'24,EDUCATION PVT LTD,,Merchant account is activated
72439494,12/13/2024,11:46 am,Miscellaneous,Re: Pine labs walk through,INNOVATIONS PRIVATE LIMITED_7010,CREDIT/DEBIT CARD,No action required merchant asked question to Monika
71222259,11/15/2024,08:56 pm,Transaction Related Query,Re: CUSTOMER COMPLAINT-CA1143191539098FJ3QT,,,
72445966,12/13/2024,02:42 pm,Miscellaneous,RE: Plural dormant merchant deactivation-Oct'24,ELECTRONICS INVESTMENT PVT LTD PG,,Dormant merchant deactivated reactivation required
71304552,11/16/2024,11:34 am,Transaction Related Query,Re: Re: CUSTOMER COMPLAINT-CA114266133039XHXJ57/CA114266133403WF9NFF,,,
72457116,12/13/2024,08:30 pm,Miscellaneous,Re: Plural dormant merchant deactivation-Oct'24,MERCHANT SUDESH_6760,,Merchant got activated on MCUI
72456914,12/13/2024,08:21 pm,Miscellaneous,Re: Plural dormant merchant deactivation-Oct'24,MERCHANT SUDESH_6760,,Duplicate case id :72457116
72490881,12/16/2024,11:48 am,Miscellaneous,Cust ID,internal,,"Cust id required, cust id shared"
72492983,12/16/2024,12:52 pm,Miscellaneous,Re: Fwd: Plural dormant merchant deactivation-Oct'24,TECH TECHNOLOGIES GLOBAL PVT LTD PG,,Merchant wants to know of his MID activated and we have raised this to Harjeet for the status.
72496240,12/16/2024,02:08 pm,Miscellaneous,Re: [Plural by Pine Labs] Got a minute? AK Tech Park,MERCHANT KRISHNAN_001S400000G7jzJIAR,,"Not able to login V2 dashboard, Park to plural tech support"
71371505,11/18/2024,02:12 pm,PG-Dashboard related issue,Unable to Access Dashboard || AeronPay NewTicket,Finpay PG,,
71371695,11/18/2024,02:18 pm,Transaction Related Query,Fw: Refund of Community Hall Booking A/C No 000394600001946 and transfer of funds thereof,COMMUNITY GROUP,,
72510407,12/17/2024,10:02 am,Miscellaneous,[LGE IN x Pinelaps] Refund issue order32001414805 NewTicket,APPLIANCES INDIA PRIVATE LIMITED,,"Merchant want to set the cashback for sandbox environment, As discussed with Karishma, she has already responded to the merchant on a separate thread. Hence, closing this."
72526857,12/17/2024,05:01 pm,Miscellaneous,Pinelabs | Housing - User access,Solution Systems Private Limited,,User details shared
72540902,12/18/2024,12:47 pm,Miscellaneous,Request for Cust IDs for International and Domestic Merchants on Payglocal,Globalpay,,Merchant required the CUST ids for international and domestic merchants of Payglocal.
71446457,11/19/2024,10:40 am,Transaction Related Query,Re: Dispute Against Order Number 4NAXIFNSOFDRYQO,PRIVATE BANK,,
72540729,12/18/2024,12:42 pm,Miscellaneous,HOW I ACTIVATE / INTEGRATE MY EMI AND HDFC CARDLESS EMI IN OUR PLURAL GATEWAY,MERCHANT PRAVEEN_6919,,park to pgbnking ops for activation
72549784,12/18/2024,05:15 pm,Miscellaneous,Re: Assistance Required for Incorrect Refunds - Pinelabs,Fashion Apparel  LLP,,Informed merchant that we do not have control over processed refund
71452144,11/19/2024,12:10 pm,Transaction Related Query,Re: CA1143191539098FJ3QT - SOCIAL MEDIA COMPLAINT,private bank,,
72560021,12/19/2024,07:27 am,Miscellaneous,Request for pos id,MERCHANT SOMA AMZ PG,,"POS related concern, park to deferred"
72566830,12/19/2024,12:48 pm,Miscellaneous,RE: Request to Register Email ID & access to SFTP,PRIVATE Bank,,Internal mail and no action required from pg support team. hence moving this case to pg banking ops.
72566164,12/19/2024,12:30 pm,Miscellaneous,Name change of Company in SCB's bank Account,Dental Care Private Limited PG,,"Merchant wants to change the company and firm name, and we have asked the merchant to share the GST certificate."
72567046,12/19/2024,12:53 pm,Miscellaneous,Request,MERCHANT SOMA AMZ PG,,"Pine one app concern, park to deferred"
72581207,12/20/2024,10:36 am,Miscellaneous,Re: Missing BankRRN for a Successful Transaction,Multitrade Private Limited_6857,,"RRN is missing on MCUI , parked to plural tech"
72581115,12/20/2024,10:26 am,Miscellaneous,issue in downloading report,MEGA RETAIL LIMITED ONLINEMART JMD ASP,,"Merchant is unable to download the report, and we have asked the merchant to download from the V2 dashboard."
72652444,12/23/2024,02:53 pm,Miscellaneous,MID,Tech Technologies Pvt Ltd,,Merchant required all MIDs of ample merchant and same details has shared with the requester.
72675122,12/24/2024,12:33 pm,Miscellaneous,please unsubscribe,Merchant Not Confirmed,,Merchant mail us to please unsubscribe and we have asked the merchant to elaborate concern.
71515841,11/20/2024,03:53 pm,Transaction Related Query,Re: Re: CUSTOMER COMPLAINT-CA114266133039XHXJ57/CA114266133403WF9NFF,Private Bank,,
72721189,12/26/2024,04:20 pm,Miscellaneous,Require UAT details for TPV,Tech Technologies India Pvt Ltd,,"UAT concern, mail to integration,"
72750107,12/27/2024,06:49 pm,Miscellaneous,Re: Need to carry out mandatory - 'Vendor Risk Audit' || Pinelabs - Plural NewTicket,CAPITAL LIMITED PG,,Duly signed copy of the risk document shared.
72807446,12/30/2024,05:25 pm,Miscellaneous,Pricing Revision for Multiple Merchants NewTicket,Solution Systems Private Limited,,Jyotika raised the pricing provision and Shadman has change the pricing.
72818382,12/31/2024,11:50 am,Miscellaneous,Request to Deactivate the Pinelabs account : SmartBiz by Amazon | The Pink Flamingo Projects,Creative Projects,,Amazon merchant doesn't want to use our services and we are assigning the case to the Monika and team as the merchant is Amazon's sub merchant.
72303320,12/9/2024,11:33 am,Miscellaneous,"Re: ""Please Share Merchant Cust id""",Mobile Store Private Limited,,Shared CUst id to the merchant as asked
72356505,12/10/2024,12:44 pm,Miscellaneous,Request to disable International card routing. Pg Mer Id: 312802 NewTicket,PROPERTY TECHNOLOGIES SOLUTIONS PRIVATE LIMIT,,As per confirmation from the bank the shared bin is domestic bin
72441093,12/13/2024,12:42 pm,Miscellaneous,Re: Identification from the Merchant unique transaction ID- Pinelab,DIGITAL Private Limited_6856,CREDIT/DEBIT CARD,Details on merchant/brand has been shared
